District,Year,Disease,Occurrences
District_608,2021,Yellow fever,1
District_608,2021,Malaria,1
District_608,2022,Chikungunya,1
District_608,2022,Dengue,0
District_608,2022,Yellow fever,0
District_608,2022,Malaria,1
District_608,2023,Chikungunya,1
District_608,2023,Dengue,0
District_608,2023,Yellow fever,0
District_608,2023,Malaria,1
District_609,2018,Chikungunya,1
District_609,2018,Dengue,0
District_609,2018,Yellow fever,1
District_609,2018,Malaria,1
District_609,2019,Chikungunya,1
District_609,2019,Dengue,0
District_609,2019,Yellow fever,0
District_609,2019,Malaria,1
District_609,2020,Chikungunya,0
District_609,2020,Dengue,0
District_609,2020,Yellow fever,1
District_609,2020,Malaria,1
District_609,2021,Chikungunya,1
District_609,2021,Dengue,0
District_609,2021,Yellow fever,0
District_609,2021,Malaria,0
District_609,2022,Chikungunya,1
District_609,2022,Dengue,1
District_609,2022,Yellow fever,1
District_609,2022,Malaria,1
District_609,2023,Chikungunya,1
District_609,2023,Dengue,1
District_609,2023,Yellow fever,1
District_609,2023,Malaria,0
District_610,2018,Chikungunya,0
District_610,2018,Dengue,1
District_610,2018,Yellow fever,1
District_610,2018,Malaria,1
District_610,2019,Chikungunya,1
District_610,2019,Dengue,0
District_610,2019,Yellow fever,1
District_610,2019,Malaria,1
District_610,2020,Chikungunya,1
District_610,2020,Dengue,1
District_610,2020,Yellow fever,1
District_610,2020,Malaria,1
District_610,2021,Chikungunya,0
District_610,2021,Dengue,1
District_610,2021,Yellow fever,1
District_610,2021,Malaria,1
District_610,2022,Chikungunya,0
District_610,2022,Dengue,1
District_610,2022,Yellow fever,0
District_610,2022,Malaria,0
District_610,2023,Chikungunya,1
District_610,2023,Dengue,0
District_610,2023,Yellow fever,0
District_610,2023,Malaria,0
District_611,2018,Chikungunya,1
District_611,2018,Dengue,1
District_611,2018,Yellow fever,0
District_611,2018,Malaria,1
District_611,2019,Chikungunya,1
District_611,2019,Dengue,0
District_611,2019,Yellow fever,1
District_611,2019,Malaria,0
District_611,2020,Chikungunya,0
District_611,2020,Dengue,0
District_611,2020,Yellow fever,0
District_611,2020,Malaria,1
District_611,2021,Chikungunya,1
District_611,2021,Dengue,0
District_611,2021,Yellow fever,1
District_611,2021,Malaria,1
District_611,2022,Chikungunya,0
District_611,2022,Dengue,0
District_611,2022,Yellow fever,0
District_611,2022,Malaria,1
District_611,2023,Chikungunya,0
District_611,2023,Dengue,0
District_611,2023,Yellow fever,1
District_611,2023,Malaria,1
District_612,2018,Chikungunya,0
District_612,2018,Dengue,1
District_612,2018,Yellow fever,0
District_612,2018,Malaria,1
District_612,2019,Chikungunya,1
District_612,2019,Dengue,1
District_612,2019,Yellow fever,0
District_612,2019,Malaria,0
District_612,2020,Chikungunya,1
District_612,2020,Dengue,0
District_612,2020,Yellow fever,1
District_612,2020,Malaria,1
District_612,2021,Chikungunya,1
District_612,2021,Dengue,0
District_612,2021,Yellow fever,0
District_612,2021,Malaria,1
District_612,2022,Chikungunya,1
District_612,2022,Dengue,0
District_612,2022,Yellow fever,1
District_612,2022,Malaria,1
District_612,2023,Chikungunya,1
District_612,2023,Dengue,0
District_612,2023,Yellow fever,1
District_612,2023,Malaria,1
District_613,2018,Chikungunya,1
District_613,2018,Dengue,0
District_613,2018,Yellow fever,1
District_613,2018,Malaria,1
District_613,2019,Chikungunya,0
District_613,2019,Dengue,1
District_613,2019,Yellow fever,1
District_613,2019,Malaria,0
District_613,2020,Chikungunya,1
District_613,2020,Dengue,1
District_613,2020,Yellow fever,1
District_613,2020,Malaria,1
District_613,2021,Chikungunya,0
District_613,2021,Dengue,0
District_613,2021,Yellow fever,0
District_613,2021,Malaria,0
District_613,2022,Chikungunya,0
District_613,2022,Dengue,0
District_613,2022,Yellow fever,1
District_613,2022,Malaria,0
District_613,2023,Chikungunya,1
District_613,2023,Dengue,0
District_613,2023,Yellow fever,0
District_613,2023,Malaria,1
District_614,2018,Chikungunya,0
District_614,2018,Dengue,0
District_614,2018,Yellow fever,0
District_614,2018,Malaria,1
District_614,2019,Chikungunya,1
District_614,2019,Dengue,1
District_614,2019,Yellow fever,0
District_614,2019,Malaria,1
District_614,2020,Chikungunya,0
District_614,2020,Dengue,0
District_614,2020,Yellow fever,1
District_614,2020,Malaria,0
District_614,2021,Chikungunya,0
District_614,2021,Dengue,1
District_614,2021,Yellow fever,0
District_614,2021,Malaria,1
District_614,2022,Chikungunya,0
District_614,2022,Dengue,1
District_614,2022,Yellow fever,0
District_614,2022,Malaria,0
District_614,2023,Chikungunya,0
District_614,2023,Dengue,1
District_614,2023,Yellow fever,0
District_614,2023,Malaria,0
District_615,2018,Chikungunya,1
District_615,2018,Dengue,1
District_615,2018,Yellow fever,0
District_615,2018,Malaria,1
District_615,2019,Chikungunya,1
District_615,2019,Dengue,1
District_615,2019,Yellow fever,0
District_615,2019,Malaria,0
District_615,2020,Chikungunya,1
District_615,2020,Dengue,0
District_615,2020,Yellow fever,0
District_615,2020,Malaria,1
District_615,2021,Chikungunya,1
District_615,2021,Dengue,1
District_615,2021,Yellow fever,0
District_615,2021,Malaria,0
District_615,2022,Chikungunya,1
District_615,2022,Dengue,0
District_615,2022,Yellow fever,1
District_615,2022,Malaria,0
District_615,2023,Chikungunya,1
District_615,2023,Dengue,1
District_615,2023,Yellow fever,1
District_615,2023,Malaria,1
District_616,2018,Chikungunya,0
District_616,2018,Dengue,1
District_616,2018,Yellow fever,1
District_616,2018,Malaria,0
District_616,2019,Chikungunya,1
District_616,2019,Dengue,0
District_616,2019,Yellow fever,0
District_616,2019,Malaria,1
District_616,2020,Chikungunya,0
District_616,2020,Dengue,0
District_616,2020,Yellow fever,0
District_616,2020,Malaria,1
District_616,2021,Chikungunya,0
District_616,2021,Dengue,0
District_616,2021,Yellow fever,1
District_616,2021,Malaria,0
District_616,2022,Chikungunya,0
District_616,2022,Dengue,0
District_616,2022,Yellow fever,1
District_616,2022,Malaria,1
District_616,2023,Chikungunya,1
District_616,2023,Dengue,0
District_616,2023,Yellow fever,0
District_616,2023,Malaria,1
District_617,2018,Chikungunya,1
District_617,2018,Dengue,0
District_617,2018,Yellow fever,1
District_617,2018,Malaria,0
District_617,2019,Chikungunya,1
District_617,2019,Dengue,1
District_617,2019,Yellow fever,1
District_617,2019,Malaria,1
District_617,2020,Chikungunya,0
District_617,2020,Dengue,0
District_617,2020,Yellow fever,1
District_617,2020,Malaria,1
District_617,2021,Chikungunya,0
District_617,2021,Dengue,0
District_617,2021,Yellow fever,0
District_617,2021,Malaria,1
District_617,2022,Chikungunya,1
District_617,2022,Dengue,0
District_617,2022,Yellow fever,0
District_617,2022,Malaria,0
District_617,2023,Chikungunya,0
District_617,2023,Dengue,1
District_617,2023,Yellow fever,1
District_617,2023,Malaria,1
District_618,2018,Chikungunya,1
District_618,2018,Dengue,0
District_618,2018,Yellow fever,0
District_618,2018,Malaria,1
District_618,2019,Chikungunya,1
District_618,2019,Dengue,1
District_618,2019,Yellow fever,1
District_618,2019,Malaria,1
District_618,2020,Chikungunya,0
District_618,2020,Dengue,0
District_618,2020,Yellow fever,0
District_618,2020,Malaria,1
District_618,2021,Chikungunya,0
District_618,2021,Dengue,0
District_618,2021,Yellow fever,1
District_618,2021,Malaria,1
District_618,2022,Chikungunya,1
District_618,2022,Dengue,1
District_618,2022,Yellow fever,1
District_618,2022,Malaria,1
District_618,2023,Chikungunya,0
District_618,2023,Dengue,0
District_618,2023,Yellow fever,1
District_618,2023,Malaria,1
District_619,2018,Chikungunya,1
District_619,2018,Dengue,1
District_619,2018,Yellow fever,1
District_619,2018,Malaria,0
District_619,2019,Chikungunya,1
District_619,2019,Dengue,0
District_619,2019,Yellow fever,1
District_619,2019,Malaria,0
District_619,2020,Chikungunya,1
District_619,2020,Dengue,1
District_619,2020,Yellow fever,1
District_619,2020,Malaria,0
District_619,2021,Chikungunya,1
District_619,2021,Dengue,1
District_619,2021,Yellow fever,1
District_619,2021,Malaria,1
District_619,2022,Chikungunya,1
District_619,2022,Dengue,1
District_619,2022,Yellow fever,0
District_619,2022,Malaria,1
District_619,2023,Chikungunya,1
District_619,2023,Dengue,0
District_619,2023,Yellow fever,0
District_619,2023,Malaria,0
District_620,2018,Chikungunya,0
District_620,2018,Dengue,0
District_620,2018,Yellow fever,0
District_620,2018,Malaria,0
District_620,2019,Chikungunya,0
District_620,2019,Dengue,0
District_620,2019,Yellow fever,1
District_620,2019,Malaria,1
District_620,2020,Chikungunya,1
District_620,2020,Dengue,1
District_620,2020,Yellow fever,0
District_620,2020,Malaria,0
District_620,2021,Chikungunya,1
District_620,2021,Dengue,1
District_620,2021,Yellow fever,1
District_620,2021,Malaria,0
District_620,2022,Chikungunya,1
District_620,2022,Dengue,1
District_620,2022,Yellow fever,0
District_620,2022,Malaria,1
District_620,2023,Chikungunya,0
District_620,2023,Dengue,0
District_620,2023,Yellow fever,1
District_620,2023,Malaria,0
District_621,2018,Chikungunya,0
District_621,2018,Dengue,0
District_621,2018,Yellow fever,1
District_621,2018,Malaria,0
District_621,2019,Chikungunya,1
District_621,2019,Dengue,1
District_621,2019,Yellow fever,1
District_621,2019,Malaria,0
District_621,2020,Chikungunya,0
District_621,2020,Dengue,1
District_621,2020,Yellow fever,1
District_621,2020,Malaria,1
District_621,2021,Chikungunya,1
District_621,2021,Dengue,1
District_621,2021,Yellow fever,1
District_621,2021,Malaria,1
District_621,2022,Chikungunya,1
District_621,2022,Dengue,1
District_621,2022,Yellow fever,0
District_621,2022,Malaria,0
District_621,2023,Chikungunya,0
District_621,2023,Dengue,0
District_621,2023,Yellow fever,0
District_621,2023,Malaria,0
District_622,2018,Chikungunya,1
District_622,2018,Dengue,0
District_622,2018,Yellow fever,0
District_622,2018,Malaria,0
District_622,2019,Chikungunya,0
District_622,2019,Dengue,0
District_622,2019,Yellow fever,0
District_622,2019,Malaria,1
District_622,2020,Chikungunya,0
District_622,2020,Dengue,1
District_622,2020,Yellow fever,0
District_622,2020,Malaria,0
District_622,2021,Chikungunya,1
District_622,2021,Dengue,0
District_622,2021,Yellow fever,0
District_622,2021,Malaria,1
District_622,2022,Chikungunya,1
District_622,2022,Dengue,1
District_622,2022,Yellow fever,0
District_622,2022,Malaria,1
District_622,2023,Chikungunya,0
District_622,2023,Dengue,1
District_622,2023,Yellow fever,0
District_622,2023,Malaria,0
District_623,2018,Chikungunya,0
District_623,2018,Dengue,1
District_623,2018,Yellow fever,1
District_623,2018,Malaria,1
District_623,2019,Chikungunya,1
District_623,2019,Dengue,0
District_623,2019,Yellow fever,1
District_623,2019,Malaria,1
District_623,2020,Chikungunya,1
District_623,2020,Dengue,1
District_623,2020,Yellow fever,0
District_623,2020,Malaria,0
District_623,2021,Chikungunya,1
District_623,2021,Dengue,1
District_623,2021,Yellow fever,0
District_623,2021,Malaria,1
District_623,2022,Chikungunya,1
District_623,2022,Dengue,0
District_623,2022,Yellow fever,0
District_623,2022,Malaria,0
District_623,2023,Chikungunya,0
District_623,2023,Dengue,1
District_623,2023,Yellow fever,1
District_623,2023,Malaria,1
District_624,2018,Chikungunya,0
District_624,2018,Dengue,1
District_624,2018,Yellow fever,0
District_624,2018,Malaria,1
District_624,2019,Chikungunya,0
District_624,2019,Dengue,0
District_624,2019,Yellow fever,1
District_624,2019,Malaria,0
District_624,2020,Chikungunya,0
District_624,2020,Dengue,1
District_624,2020,Yellow fever,1
District_624,2020,Malaria,1
District_624,2021,Chikungunya,0
District_624,2021,Dengue,1
District_624,2021,Yellow fever,1
District_624,2021,Malaria,1
District_624,2022,Chikungunya,1
District_624,2022,Dengue,1
District_624,2022,Yellow fever,1
District_624,2022,Malaria,0
District_624,2023,Chikungunya,1
District_624,2023,Dengue,1
District_624,2023,Yellow fever,1
District_624,2023,Malaria,0
District_625,2018,Chikungunya,1
District_625,2018,Dengue,0
District_625,2018,Yellow fever,1
District_625,2018,Malaria,1
District_625,2019,Chikungunya,0
District_625,2019,Dengue,1
District_625,2019,Yellow fever,1
District_625,2019,Malaria,1
District_625,2020,Chikungunya,1
District_625,2020,Dengue,0
District_625,2020,Yellow fever,1
District_625,2020,Malaria,1
District_625,2021,Chikungunya,1
District_625,2021,Dengue,1
District_625,2021,Yellow fever,0
District_625,2021,Malaria,1
District_625,2022,Chikungunya,0
District_625,2022,Dengue,0
District_625,2022,Yellow fever,1
District_625,2022,Malaria,1
District_625,2023,Chikungunya,0
District_625,2023,Dengue,0
District_625,2023,Yellow fever,0
District_625,2023,Malaria,0
District_626,2018,Chikungunya,0
District_626,2018,Dengue,0
District_626,2018,Yellow fever,0
District_626,2018,Malaria,0
District_626,2019,Chikungunya,1
District_626,2019,Dengue,0
District_626,2019,Yellow fever,1
District_626,2019,Malaria,0
District_626,2020,Chikungunya,0
District_626,2020,Dengue,0
District_626,2020,Yellow fever,0
District_626,2020,Malaria,0
District_626,2021,Chikungunya,1
District_626,2021,Dengue,1
District_626,2021,Yellow fever,1
District_626,2021,Malaria,1
District_626,2022,Chikungunya,1
District_626,2022,Dengue,1
District_626,2022,Yellow fever,0
District_626,2022,Malaria,0
District_626,2023,Chikungunya,0
District_626,2023,Dengue,1
District_626,2023,Yellow fever,0
District_626,2023,Malaria,0
District_627,2018,Chikungunya,0
District_627,2018,Dengue,1
District_627,2018,Yellow fever,1
District_627,2018,Malaria,0
District_627,2019,Chikungunya,0
District_627,2019,Dengue,0
District_627,2019,Yellow fever,1
District_627,2019,Malaria,0
District_627,2020,Chikungunya,1
District_627,2020,Dengue,1
District_627,2020,Yellow fever,1
District_627,2020,Malaria,1
District_627,2021,Chikungunya,0
District_627,2021,Dengue,1
District_627,2021,Yellow fever,0
District_627,2021,Malaria,1
District_627,2022,Chikungunya,1
District_627,2022,Dengue,1
District_627,2022,Yellow fever,1
District_627,2022,Malaria,0
District_627,2023,Chikungunya,1
District_627,2023,Dengue,1
District_627,2023,Yellow fever,1
District_627,2023,Malaria,0
District_628,2018,Chikungunya,0
District_628,2018,Dengue,0
District_628,2018,Yellow fever,1
District_628,2018,Malaria,1
District_628,2019,Chikungunya,0
District_628,2019,Dengue,0
District_628,2019,Yellow fever,0
District_628,2019,Malaria,0
District_628,2020,Chikungunya,0
District_628,2020,Dengue,0
District_628,2020,Yellow fever,1
District_628,2020,Malaria,1
District_628,2021,Chikungunya,0
District_628,2021,Dengue,0
District_628,2021,Yellow fever,0
District_628,2021,Malaria,1
District_628,2022,Chikungunya,0
District_628,2022,Dengue,0
District_628,2022,Yellow fever,0
District_628,2022,Malaria,0
District_628,2023,Chikungunya,0
District_628,2023,Dengue,0
District_628,2023,Yellow fever,1
District_628,2023,Malaria,0
District_629,2018,Chikungunya,0
District_629,2018,Dengue,1
District_629,2018,Yellow fever,1
District_629,2018,Malaria,1
District_629,2019,Chikungunya,0
District_629,2019,Dengue,1
District_629,2019,Yellow fever,0
District_629,2019,Malaria,0
District_629,2020,Chikungunya,1
District_629,2020,Dengue,0
District_629,2020,Yellow fever,0
District_629,2020,Malaria,0
District_629,2021,Chikungunya,1
District_629,2021,Dengue,1
District_629,2021,Yellow fever,0
District_629,2021,Malaria,1
District_629,2022,Chikungunya,0
District_629,2022,Dengue,0
District_629,2022,Yellow fever,0
District_629,2022,Malaria,0
District_629,2023,Chikungunya,1
District_629,2023,Dengue,0
District_629,2023,Yellow fever,0
District_629,2023,Malaria,1
District_630,2018,Chikungunya,0
District_630,2018,Dengue,0
District_630,2018,Yellow fever,1
District_630,2018,Malaria,0
District_630,2019,Chikungunya,0
District_630,2019,Dengue,0
District_630,2019,Yellow fever,0
District_630,2019,Malaria,0
District_630,2020,Chikungunya,1
District_630,2020,Dengue,1
District_630,2020,Yellow fever,0
District_630,2020,Malaria,1
District_630,2021,Chikungunya,0
District_630,2021,Dengue,0
District_630,2021,Yellow fever,0
District_630,2021,Malaria,1
District_630,2022,Chikungunya,1
District_630,2022,Dengue,1
District_630,2022,Yellow fever,1
District_630,2022,Malaria,0
District_630,2023,Chikungunya,1
District_630,2023,Dengue,1
District_630,2023,Yellow fever,1
District_630,2023,Malaria,1
District_631,2018,Chikungunya,0
District_631,2018,Dengue,1
District_631,2018,Yellow fever,0
District_631,2018,Malaria,0
District_631,2019,Chikungunya,1
District_631,2019,Dengue,1
District_631,2019,Yellow fever,1
District_631,2019,Malaria,0
District_631,2020,Chikungunya,0
District_631,2020,Dengue,0
District_631,2020,Yellow fever,1
District_631,2020,Malaria,1
District_631,2021,Chikungunya,1
District_631,2021,Dengue,1
District_631,2021,Yellow fever,1
District_631,2021,Malaria,0
District_631,2022,Chikungunya,0
District_631,2022,Dengue,1
District_631,2022,Yellow fever,1
District_631,2022,Malaria,0
District_631,2023,Chikungunya,1
District_631,2023,Dengue,1
District_631,2023,Yellow fever,1
District_631,2023,Malaria,1
District_632,2018,Chikungunya,0
District_632,2018,Dengue,0
District_632,2018,Yellow fever,0
District_632,2018,Malaria,0
District_632,2019,Chikungunya,1
District_632,2019,Dengue,1
District_632,2019,Yellow fever,1
District_632,2019,Malaria,0
District_632,2020,Chikungunya,0
District_632,2020,Dengue,1
District_632,2020,Yellow fever,1
District_632,2020,Malaria,1
District_632,2021,Chikungunya,0
District_632,2021,Dengue,0
District_632,2021,Yellow fever,0
District_632,2021,Malaria,1
District_632,2022,Chikungunya,1
District_632,2022,Dengue,0
District_632,2022,Yellow fever,0
District_632,2022,Malaria,1
District_632,2023,Chikungunya,1
District_632,2023,Dengue,0
District_632,2023,Yellow fever,1
District_632,2023,Malaria,0
District_633,2018,Chikungunya,1
District_633,2018,Dengue,0
District_633,2018,Yellow fever,1
District_633,2018,Malaria,1
District_633,2019,Chikungunya,0
District_633,2019,Dengue,0
District_633,2019,Yellow fever,0
District_633,2019,Malaria,1
District_633,2020,Chikungunya,1
District_633,2020,Dengue,0
District_633,2020,Yellow fever,0
District_633,2020,Malaria,0
District_633,2021,Chikungunya,0
District_633,2021,Dengue,0
District_633,2021,Yellow fever,0
District_633,2021,Malaria,1
District_633,2022,Chikungunya,1
District_633,2022,Dengue,1
District_633,2022,Yellow fever,1
District_633,2022,Malaria,0
District_633,2023,Chikungunya,0
District_633,2023,Dengue,1
District_633,2023,Yellow fever,1
District_633,2023,Malaria,1
District_634,2018,Chikungunya,0
District_634,2018,Dengue,0
District_634,2018,Yellow fever,1
District_634,2018,Malaria,0
District_634,2019,Chikungunya,1
District_634,2019,Dengue,0
District_634,2019,Yellow fever,0
District_634,2019,Malaria,1
District_634,2020,Chikungunya,0
District_634,2020,Dengue,1
District_634,2020,Yellow fever,1
District_634,2020,Malaria,0
District_634,2021,Chikungunya,1
District_634,2021,Dengue,0
District_634,2021,Yellow fever,1
District_634,2021,Malaria,1
District_634,2022,Chikungunya,0
District_634,2022,Dengue,1
District_634,2022,Yellow fever,1
District_634,2022,Malaria,0
District_634,2023,Chikungunya,1
District_634,2023,Dengue,1
District_634,2023,Yellow fever,0
District_634,2023,Malaria,1
District_635,2018,Chikungunya,1
District_635,2018,Dengue,1
District_635,2018,Yellow fever,0
District_635,2018,Malaria,1
District_635,2019,Chikungunya,0
District_635,2019,Dengue,0
District_635,2019,Yellow fever,0
District_635,2019,Malaria,0
District_635,2020,Chikungunya,0
District_635,2020,Dengue,1
District_635,2020,Yellow fever,1
District_635,2020,Malaria,0
District_635,2021,Chikungunya,0
District_635,2021,Dengue,1
District_635,2021,Yellow fever,1
District_635,2021,Malaria,0
District_635,2022,Chikungunya,1
District_635,2022,Dengue,0
District_635,2022,Yellow fever,1
District_635,2022,Malaria,0
District_635,2023,Chikungunya,1
District_635,2023,Dengue,1
District_635,2023,Yellow fever,1
District_635,2023,Malaria,0
District_636,2018,Chikungunya,1
District_636,2018,Dengue,0
District_636,2018,Yellow fever,0
District_636,2018,Malaria,0
District_636,2019,Chikungunya,0
District_636,2019,Dengue,0
District_636,2019,Yellow fever,1
District_636,2019,Malaria,1
District_636,2020,Chikungunya,0
District_636,2020,Dengue,0
District_636,2020,Yellow fever,1
District_636,2020,Malaria,0
District_636,2021,Chikungunya,1
District_636,2021,Dengue,0
District_636,2021,Yellow fever,1
District_636,2021,Malaria,0
District_636,2022,Chikungunya,1
District_636,2022,Dengue,1
District_636,2022,Yellow fever,1
District_636,2022,Malaria,1
District_636,2023,Chikungunya,0
District_636,2023,Dengue,0
District_636,2023,Yellow fever,0
District_636,2023,Malaria,0
District_637,2018,Chikungunya,0
District_637,2018,Dengue,0
District_637,2018,Yellow fever,0
District_637,2018,Malaria,0
District_637,2019,Chikungunya,1
District_637,2019,Dengue,1
District_637,2019,Yellow fever,1
District_637,2019,Malaria,1
District_637,2020,Chikungunya,1
District_637,2020,Dengue,1
District_637,2020,Yellow fever,1
District_637,2020,Malaria,1
District_637,2021,Chikungunya,0
District_637,2021,Dengue,0
District_637,2021,Yellow fever,0
District_637,2021,Malaria,0
District_637,2022,Chikungunya,0
District_637,2022,Dengue,0
District_637,2022,Yellow fever,0
District_637,2022,Malaria,1
District_637,2023,Chikungunya,0
District_637,2023,Dengue,0
District_637,2023,Yellow fever,0
District_637,2023,Malaria,0
District_638,2018,Chikungunya,0
District_638,2018,Dengue,1
District_638,2018,Yellow fever,1
District_638,2018,Malaria,1
District_638,2019,Chikungunya,1
District_638,2019,Dengue,1
District_638,2019,Yellow fever,1
District_638,2019,Malaria,1
District_638,2020,Chikungunya,1
District_638,2020,Dengue,1
District_638,2020,Yellow fever,0
District_638,2020,Malaria,0
District_638,2021,Chikungunya,0
District_638,2021,Dengue,0
District_638,2021,Yellow fever,0
District_638,2021,Malaria,1
District_638,2022,Chikungunya,1
District_638,2022,Dengue,0
District_638,2022,Yellow fever,1
District_638,2022,Malaria,1
District_638,2023,Chikungunya,0
District_638,2023,Dengue,1
District_638,2023,Yellow fever,0
District_638,2023,Malaria,1
District_639,2018,Chikungunya,0
District_639,2018,Dengue,1
District_639,2018,Yellow fever,1
District_639,2018,Malaria,1
District_639,2019,Chikungunya,0
District_639,2019,Dengue,1
District_639,2019,Yellow fever,1
District_639,2019,Malaria,0
District_639,2020,Chikungunya,0
District_639,2020,Dengue,1
District_639,2020,Yellow fever,1
District_639,2020,Malaria,1
District_639,2021,Chikungunya,1
District_639,2021,Dengue,0
District_639,2021,Yellow fever,1
District_639,2021,Malaria,1
District_639,2022,Chikungunya,0
District_639,2022,Dengue,1
District_639,2022,Yellow fever,1
District_639,2022,Malaria,0
District_639,2023,Chikungunya,1
District_639,2023,Dengue,1
District_639,2023,Yellow fever,0
District_639,2023,Malaria,0
District_640,2018,Chikungunya,0
District_640,2018,Dengue,1
District_640,2018,Yellow fever,0
District_640,2018,Malaria,1
District_640,2019,Chikungunya,0
District_640,2019,Dengue,1
District_640,2019,Yellow fever,0
District_640,2019,Malaria,0
District_640,2020,Chikungunya,0
District_640,2020,Dengue,1
District_640,2020,Yellow fever,0
District_640,2020,Malaria,0
District_640,2021,Chikungunya,0
District_640,2021,Dengue,1
District_640,2021,Yellow fever,1
District_640,2021,Malaria,1
District_640,2022,Chikungunya,1
District_640,2022,Dengue,0
District_640,2022,Yellow fever,1
District_640,2022,Malaria,1
District_640,2023,Chikungunya,1
District_640,2023,Dengue,1
District_640,2023,Yellow fever,0
District_640,2023,Malaria,1
District_641,2018,Chikungunya,1
District_641,2018,Dengue,0
District_641,2018,Yellow fever,0
District_641,2018,Malaria,1
District_641,2019,Chikungunya,1
District_641,2019,Dengue,0
District_641,2019,Yellow fever,1
District_641,2019,Malaria,1
District_641,2020,Chikungunya,1
District_641,2020,Dengue,1
District_641,2020,Yellow fever,1
District_641,2020,Malaria,0
District_641,2021,Chikungunya,1
District_641,2021,Dengue,1
District_641,2021,Yellow fever,0
District_641,2021,Malaria,1
District_641,2022,Chikungunya,1
District_641,2022,Dengue,1
District_641,2022,Yellow fever,1
District_641,2022,Malaria,0
District_641,2023,Chikungunya,1
District_641,2023,Dengue,0
District_641,2023,Yellow fever,1
District_641,2023,Malaria,0
District_642,2018,Chikungunya,0
District_642,2018,Dengue,0
District_642,2018,Yellow fever,0
District_642,2018,Malaria,0
District_642,2019,Chikungunya,0
District_642,2019,Dengue,0
District_642,2019,Yellow fever,1
District_642,2019,Malaria,0
District_642,2020,Chikungunya,1
District_642,2020,Dengue,0
District_642,2020,Yellow fever,1
District_642,2020,Malaria,0
District_642,2021,Chikungunya,1
District_642,2021,Dengue,1
District_642,2021,Yellow fever,1
District_642,2021,Malaria,1
District_642,2022,Chikungunya,0
District_642,2022,Dengue,0
District_642,2022,Yellow fever,0
District_642,2022,Malaria,1
District_642,2023,Chikungunya,0
District_642,2023,Dengue,1
District_642,2023,Yellow fever,1
District_642,2023,Malaria,1
District_643,2018,Chikungunya,0
District_643,2018,Dengue,1
District_643,2018,Yellow fever,1
District_643,2018,Malaria,0
District_643,2019,Chikungunya,0
District_643,2019,Dengue,0
District_643,2019,Yellow fever,1
District_643,2019,Malaria,0
District_643,2020,Chikungunya,0
District_643,2020,Dengue,0
District_643,2020,Yellow fever,0
District_643,2020,Malaria,0
District_643,2021,Chikungunya,0
District_643,2021,Dengue,1
District_643,2021,Yellow fever,0
District_643,2021,Malaria,1
District_643,2022,Chikungunya,1
District_643,2022,Dengue,0
District_643,2022,Yellow fever,0
District_643,2022,Malaria,1
District_643,2023,Chikungunya,0
District_643,2023,Dengue,1
District_643,2023,Yellow fever,1
District_643,2023,Malaria,1
District_644,2018,Chikungunya,1
District_644,2018,Dengue,1
District_644,2018,Yellow fever,0
District_644,2018,Malaria,0
District_644,2019,Chikungunya,0
District_644,2019,Dengue,0
District_644,2019,Yellow fever,0
District_644,2019,Malaria,0
District_644,2020,Chikungunya,0
District_644,2020,Dengue,1
District_644,2020,Yellow fever,0
District_644,2020,Malaria,1
District_644,2021,Chikungunya,0
District_644,2021,Dengue,0
District_644,2021,Yellow fever,1
District_644,2021,Malaria,1
District_644,2022,Chikungunya,1
District_644,2022,Dengue,0
District_644,2022,Yellow fever,1
District_644,2022,Malaria,1
District_644,2023,Chikungunya,0
District_644,2023,Dengue,1
District_644,2023,Yellow fever,0
District_644,2023,Malaria,0
District_645,2018,Chikungunya,1
District_645,2018,Dengue,0
District_645,2018,Yellow fever,0
District_645,2018,Malaria,1
District_645,2019,Chikungunya,1
District_645,2019,Dengue,1
District_645,2019,Yellow fever,1
District_645,2019,Malaria,0
District_645,2020,Chikungunya,0
District_645,2020,Dengue,0
District_645,2020,Yellow fever,0
District_645,2020,Malaria,1
District_645,2021,Chikungunya,0
District_645,2021,Dengue,1
District_645,2021,Yellow fever,1
District_645,2021,Malaria,1
District_645,2022,Chikungunya,1
District_645,2022,Dengue,0
District_645,2022,Yellow fever,0
District_645,2022,Malaria,0
District_645,2023,Chikungunya,0
District_645,2023,Dengue,1
District_645,2023,Yellow fever,0
District_645,2023,Malaria,0
District_646,2018,Chikungunya,1
District_646,2018,Dengue,0
District_646,2018,Yellow fever,0
District_646,2018,Malaria,1
District_646,2019,Chikungunya,0
District_646,2019,Dengue,0
District_646,2019,Yellow fever,0
District_646,2019,Malaria,1
District_646,2020,Chikungunya,1
District_646,2020,Dengue,1
District_646,2020,Yellow fever,1
District_646,2020,Malaria,1
District_646,2021,Chikungunya,0
District_646,2021,Dengue,1
District_646,2021,Yellow fever,1
District_646,2021,Malaria,1
District_646,2022,Chikungunya,1
District_646,2022,Dengue,0
District_646,2022,Yellow fever,0
District_646,2022,Malaria,1
District_646,2023,Chikungunya,1
District_646,2023,Dengue,1
District_646,2023,Yellow fever,0
District_646,2023,Malaria,1
District_647,2018,Chikungunya,0
District_647,2018,Dengue,1
District_647,2018,Yellow fever,1
District_647,2018,Malaria,0
District_647,2019,Chikungunya,1
District_647,2019,Dengue,0
District_647,2019,Yellow fever,1
District_647,2019,Malaria,1
District_647,2020,Chikungunya,0
District_647,2020,Dengue,0
