District,Disease,Year,No_of_Cases,Quarter
District_598,Yellow fever,2022,13,2
District_598,Malaria,2022,30,2
District_598,Chikungunya,2022,83,3
District_598,Dengue,2022,82,3
District_598,Yellow fever,2022,38,3
District_598,Malaria,2022,59,3
District_599,Chikungunya,2022,66,0
District_599,Dengue,2022,30,0
District_599,Yellow fever,2022,56,0
District_599,Malaria,2022,8,0
District_599,Chikungunya,2022,8,1
District_599,Dengue,2022,74,1
District_599,Yellow fever,2022,71,1
District_599,Malaria,2022,42,1
District_599,Chikungunya,2022,35,2
District_599,Dengue,2022,78,2
District_599,Yellow fever,2022,66,2
District_599,Malaria,2022,11,2
District_599,Chikungunya,2022,79,3
District_599,Dengue,2022,71,3
District_599,Yellow fever,2022,77,3
District_599,Malaria,2022,36,3
District_600,Chikungunya,2022,4,0
District_600,Dengue,2022,4,0
District_600,Yellow fever,2022,60,0
District_600,Malaria,2022,79,0
District_600,Chikungunya,2022,18,1
District_600,Dengue,2022,68,1
District_600,Yellow fever,2022,41,1
District_600,Malaria,2022,87,1
District_600,Chikungunya,2022,52,2
District_600,Dengue,2022,54,2
District_600,Yellow fever,2022,63,2
District_600,Malaria,2022,23,2
District_600,Chikungunya,2022,43,3
District_600,Dengue,2022,44,3
District_600,Yellow fever,2022,30,3
District_600,Malaria,2022,95,3
District_601,Chikungunya,2022,48,0
District_601,Dengue,2022,41,0
District_601,Yellow fever,2022,68,0
District_601,Malaria,2022,29,0
District_601,Chikungunya,2022,43,1
District_601,Dengue,2022,21,1
District_601,Yellow fever,2022,99,1
District_601,Malaria,2022,35,1
District_601,Chikungunya,2022,63,2
District_601,Dengue,2022,93,2
District_601,Yellow fever,2022,72,2
District_601,Malaria,2022,9,2
District_601,Chikungunya,2022,43,3
District_601,Dengue,2022,44,3
District_601,Yellow fever,2022,82,3
District_601,Malaria,2022,32,3
District_602,Chikungunya,2022,79,0
District_602,Dengue,2022,47,0
District_602,Yellow fever,2022,58,0
District_602,Malaria,2022,6,0
District_602,Chikungunya,2022,40,1
District_602,Dengue,2022,55,1
District_602,Yellow fever,2022,32,1
District_602,Malaria,2022,62,1
District_602,Chikungunya,2022,64,2
District_602,Dengue,2022,97,2
District_602,Yellow fever,2022,30,2
District_602,Malaria,2022,18,2
District_602,Chikungunya,2022,53,3
District_602,Dengue,2022,54,3
District_602,Yellow fever,2022,20,3
District_602,Malaria,2022,74,3
District_603,Chikungunya,2022,58,0
District_603,Dengue,2022,59,0
District_603,Yellow fever,2022,13,0
District_603,Malaria,2022,54,0
District_603,Chikungunya,2022,63,1
District_603,Dengue,2022,90,1
District_603,Yellow fever,2022,80,1
District_603,Malaria,2022,49,1
District_603,Chikungunya,2022,71,2
District_603,Dengue,2022,76,2
District_603,Yellow fever,2022,43,2
District_603,Malaria,2022,50,2
District_603,Chikungunya,2022,80,3
District_603,Dengue,2022,49,3
District_603,Yellow fever,2022,90,3
District_603,Malaria,2022,73,3
District_604,Chikungunya,2022,22,0
District_604,Dengue,2022,53,0
District_604,Yellow fever,2022,31,0
District_604,Malaria,2022,78,0
District_604,Chikungunya,2022,73,1
District_604,Dengue,2022,76,1
District_604,Yellow fever,2022,9,1
District_604,Malaria,2022,38,1
District_604,Chikungunya,2022,0,2
District_604,Dengue,2022,66,2
District_604,Yellow fever,2022,43,2
District_604,Malaria,2022,42,2
District_604,Chikungunya,2022,84,3
District_604,Dengue,2022,22,3
District_604,Yellow fever,2022,18,3
District_604,Malaria,2022,81,3
District_605,Chikungunya,2022,98,0
District_605,Dengue,2022,43,0
District_605,Yellow fever,2022,39,0
District_605,Malaria,2022,73,0
District_605,Chikungunya,2022,54,1
District_605,Dengue,2022,74,1
District_605,Yellow fever,2022,9,1
District_605,Malaria,2022,19,1
District_605,Chikungunya,2022,85,2
District_605,Dengue,2022,74,2
District_605,Yellow fever,2022,62,2
District_605,Malaria,2022,57,2
District_605,Chikungunya,2022,95,3
District_605,Dengue,2022,6,3
District_605,Yellow fever,2022,64,3
District_605,Malaria,2022,15,3
District_606,Chikungunya,2022,89,0
District_606,Dengue,2022,91,0
District_606,Yellow fever,2022,93,0
District_606,Malaria,2022,28,0
District_606,Chikungunya,2022,12,1
District_606,Dengue,2022,46,1
District_606,Yellow fever,2022,27,1
District_606,Malaria,2022,59,1
District_606,Chikungunya,2022,63,2
District_606,Dengue,2022,84,2
District_606,Yellow fever,2022,0,2
District_606,Malaria,2022,73,2
District_606,Chikungunya,2022,58,3
District_606,Dengue,2022,85,3
District_606,Yellow fever,2022,33,3
District_606,Malaria,2022,23,3
District_607,Chikungunya,2022,77,0
District_607,Dengue,2022,67,0
District_607,Yellow fever,2022,84,0
District_607,Malaria,2022,85,0
District_607,Chikungunya,2022,4,1
District_607,Dengue,2022,91,1
District_607,Yellow fever,2022,55,1
District_607,Malaria,2022,34,1
District_607,Chikungunya,2022,84,2
District_607,Dengue,2022,14,2
District_607,Yellow fever,2022,55,2
District_607,Malaria,2022,0,2
District_607,Chikungunya,2022,27,3
District_607,Dengue,2022,44,3
District_607,Yellow fever,2022,75,3
District_607,Malaria,2022,87,3
District_608,Chikungunya,2022,89,0
District_608,Dengue,2022,15,0
District_608,Yellow fever,2022,50,0
District_608,Malaria,2022,24,0
District_608,Chikungunya,2022,87,1
District_608,Dengue,2022,25,1
District_608,Yellow fever,2022,74,1
District_608,Malaria,2022,48,1
District_608,Chikungunya,2022,99,2
District_608,Dengue,2022,36,2
District_608,Yellow fever,2022,68,2
District_608,Malaria,2022,16,2
District_608,Chikungunya,2022,88,3
District_608,Dengue,2022,9,3
District_608,Yellow fever,2022,69,3
District_608,Malaria,2022,87,3
District_609,Chikungunya,2022,43,0
District_609,Dengue,2022,75,0
District_609,Yellow fever,2022,97,0
District_609,Malaria,2022,74,0
District_609,Chikungunya,2022,23,1
District_609,Dengue,2022,87,1
District_609,Yellow fever,2022,34,1
District_609,Malaria,2022,25,1
District_609,Chikungunya,2022,60,2
District_609,Dengue,2022,88,2
District_609,Yellow fever,2022,64,2
District_609,Malaria,2022,1,2
District_609,Chikungunya,2022,89,3
District_609,Dengue,2022,4,3
District_609,Yellow fever,2022,61,3
District_609,Malaria,2022,23,3
District_610,Chikungunya,2022,62,0
District_610,Dengue,2022,66,0
District_610,Yellow fever,2022,88,0
District_610,Malaria,2022,39,0
District_610,Chikungunya,2022,15,1
District_610,Dengue,2022,78,1
District_610,Yellow fever,2022,51,1
District_610,Malaria,2022,84,1
District_610,Chikungunya,2022,49,2
District_610,Dengue,2022,29,2
District_610,Yellow fever,2022,26,2
District_610,Malaria,2022,79,2
District_610,Chikungunya,2022,83,3
District_610,Dengue,2022,86,3
District_610,Yellow fever,2022,97,3
District_610,Malaria,2022,67,3
District_611,Chikungunya,2022,49,0
District_611,Dengue,2022,93,0
District_611,Yellow fever,2022,47,0
District_611,Malaria,2022,65,0
District_611,Chikungunya,2022,73,1
District_611,Dengue,2022,95,1
District_611,Yellow fever,2022,51,1
District_611,Malaria,2022,47,1
District_611,Chikungunya,2022,47,2
District_611,Dengue,2022,40,2
District_611,Yellow fever,2022,49,2
District_611,Malaria,2022,35,2
District_611,Chikungunya,2022,3,3
District_611,Dengue,2022,79,3
District_611,Yellow fever,2022,73,3
District_611,Malaria,2022,33,3
District_612,Chikungunya,2022,72,0
District_612,Dengue,2022,53,0
District_612,Yellow fever,2022,43,0
District_612,Malaria,2022,50,0
District_612,Chikungunya,2022,79,1
District_612,Dengue,2022,52,1
District_612,Yellow fever,2022,57,1
District_612,Malaria,2022,11,1
District_612,Chikungunya,2022,55,2
District_612,Dengue,2022,72,2
District_612,Yellow fever,2022,97,2
District_612,Malaria,2022,18,2
District_612,Chikungunya,2022,55,3
District_612,Dengue,2022,51,3
District_612,Yellow fever,2022,87,3
District_612,Malaria,2022,88,3
District_613,Chikungunya,2022,98,0
District_613,Dengue,2022,5,0
District_613,Yellow fever,2022,56,0
District_613,Malaria,2022,36,0
District_613,Chikungunya,2022,37,1
District_613,Dengue,2022,37,1
District_613,Yellow fever,2022,27,1
District_613,Malaria,2022,84,1
District_613,Chikungunya,2022,36,2
District_613,Dengue,2022,72,2
District_613,Yellow fever,2022,81,2
District_613,Malaria,2022,2,2
District_613,Chikungunya,2022,48,3
District_613,Dengue,2022,58,3
District_613,Yellow fever,2022,81,3
District_613,Malaria,2022,48,3
District_614,Chikungunya,2022,5,0
District_614,Dengue,2022,86,0
District_614,Yellow fever,2022,65,0
District_614,Malaria,2022,30,0
District_614,Chikungunya,2022,78,1
District_614,Dengue,2022,75,1
District_614,Yellow fever,2022,10,1
District_614,Malaria,2022,54,1
District_614,Chikungunya,2022,39,2
District_614,Dengue,2022,96,2
District_614,Yellow fever,2022,27,2
District_614,Malaria,2022,69,2
District_614,Chikungunya,2022,99,3
District_614,Dengue,2022,54,3
District_614,Yellow fever,2022,46,3
District_614,Malaria,2022,27,3
District_615,Chikungunya,2022,57,0
District_615,Dengue,2022,55,0
District_615,Yellow fever,2022,39,0
District_615,Malaria,2022,95,0
District_615,Chikungunya,2022,1,1
District_615,Dengue,2022,77,1
District_615,Yellow fever,2022,91,1
District_615,Malaria,2022,68,1
District_615,Chikungunya,2022,43,2
District_615,Dengue,2022,25,2
District_615,Yellow fever,2022,51,2
District_615,Malaria,2022,78,2
District_615,Chikungunya,2022,61,3
District_615,Dengue,2022,68,3
District_615,Yellow fever,2022,94,3
District_615,Malaria,2022,23,3
District_616,Chikungunya,2022,6,0
District_616,Dengue,2022,25,0
District_616,Yellow fever,2022,25,0
District_616,Malaria,2022,21,0
District_616,Chikungunya,2022,84,1
District_616,Dengue,2022,31,1
District_616,Yellow fever,2022,11,1
District_616,Malaria,2022,79,1
District_616,Chikungunya,2022,88,2
District_616,Dengue,2022,73,2
District_616,Yellow fever,2022,57,2
District_616,Malaria,2022,5,2
District_616,Chikungunya,2022,47,3
District_616,Dengue,2022,44,3
District_616,Yellow fever,2022,37,3
District_616,Malaria,2022,35,3
District_617,Chikungunya,2022,69,0
District_617,Dengue,2022,13,0
District_617,Yellow fever,2022,17,0
District_617,Malaria,2022,44,0
District_617,Chikungunya,2022,23,1
District_617,Dengue,2022,34,1
District_617,Yellow fever,2022,5,1
District_617,Malaria,2022,50,1
District_617,Chikungunya,2022,47,2
District_617,Dengue,2022,42,2
District_617,Yellow fever,2022,24,2
District_617,Malaria,2022,74,2
District_617,Chikungunya,2022,19,3
District_617,Dengue,2022,52,3
District_617,Yellow fever,2022,13,3
District_617,Malaria,2022,26,3
District_618,Chikungunya,2022,45,0
District_618,Dengue,2022,20,0
District_618,Yellow fever,2022,95,0
District_618,Malaria,2022,26,0
District_618,Chikungunya,2022,43,1
District_618,Dengue,2022,43,1
District_618,Yellow fever,2022,26,1
District_618,Malaria,2022,52,1
District_618,Chikungunya,2022,56,2
District_618,Dengue,2022,86,2
District_618,Yellow fever,2022,77,2
District_618,Malaria,2022,57,2
District_618,Chikungunya,2022,68,3
District_618,Dengue,2022,66,3
District_618,Yellow fever,2022,9,3
District_618,Malaria,2022,42,3
District_619,Chikungunya,2022,88,0
District_619,Dengue,2022,80,0
District_619,Yellow fever,2022,80,0
District_619,Malaria,2022,41,0
District_619,Chikungunya,2022,7,1
District_619,Dengue,2022,80,1
District_619,Yellow fever,2022,19,1
District_619,Malaria,2022,61,1
District_619,Chikungunya,2022,51,2
District_619,Dengue,2022,11,2
District_619,Yellow fever,2022,81,2
District_619,Malaria,2022,97,2
District_619,Chikungunya,2022,52,3
District_619,Dengue,2022,48,3
District_619,Yellow fever,2022,48,3
District_619,Malaria,2022,46,3
District_620,Chikungunya,2022,58,0
District_620,Dengue,2022,85,0
District_620,Yellow fever,2022,76,0
District_620,Malaria,2022,65,0
District_620,Chikungunya,2022,61,1
District_620,Dengue,2022,47,1
District_620,Yellow fever,2022,82,1
District_620,Malaria,2022,17,1
District_620,Chikungunya,2022,20,2
District_620,Dengue,2022,6,2
District_620,Yellow fever,2022,38,2
District_620,Malaria,2022,15,2
District_620,Chikungunya,2022,26,3
District_620,Dengue,2022,98,3
District_620,Yellow fever,2022,19,3
District_620,Malaria,2022,82,3
District_621,Chikungunya,2022,36,0
District_621,Dengue,2022,65,0
District_621,Yellow fever,2022,21,0
District_621,Malaria,2022,70,0
District_621,Chikungunya,2022,95,1
District_621,Dengue,2022,66,1
District_621,Yellow fever,2022,91,1
District_621,Malaria,2022,85,1
District_621,Chikungunya,2022,37,2
District_621,Dengue,2022,43,2
District_621,Yellow fever,2022,50,2
District_621,Malaria,2022,44,2
District_621,Chikungunya,2022,48,3
District_621,Dengue,2022,65,3
District_621,Yellow fever,2022,29,3
District_621,Malaria,2022,19,3
District_622,Chikungunya,2022,68,0
District_622,Dengue,2022,75,0
District_622,Yellow fever,2022,70,0
District_622,Malaria,2022,65,0
District_622,Chikungunya,2022,34,1
District_622,Dengue,2022,55,1
District_622,Yellow fever,2022,42,1
District_622,Malaria,2022,40,1
District_622,Chikungunya,2022,45,2
District_622,Dengue,2022,43,2
District_622,Yellow fever,2022,91,2
District_622,Malaria,2022,44,2
District_622,Chikungunya,2022,64,3
District_622,Dengue,2022,69,3
District_622,Yellow fever,2022,58,3
District_622,Malaria,2022,81,3
District_623,Chikungunya,2022,18,0
District_623,Dengue,2022,93,0
District_623,Yellow fever,2022,80,0
District_623,Malaria,2022,10,0
District_623,Chikungunya,2022,89,1
District_623,Dengue,2022,66,1
District_623,Yellow fever,2022,26,1
District_623,Malaria,2022,97,1
District_623,Chikungunya,2022,49,2
District_623,Dengue,2022,9,2
District_623,Yellow fever,2022,64,2
District_623,Malaria,2022,91,2
District_623,Chikungunya,2022,4,3
District_623,Dengue,2022,71,3
District_623,Yellow fever,2022,31,3
District_623,Malaria,2022,21,3
District_624,Chikungunya,2022,73,0
District_624,Dengue,2022,52,0
District_624,Yellow fever,2022,27,0
District_624,Malaria,2022,35,0
District_624,Chikungunya,2022,49,1
District_624,Dengue,2022,0,1
District_624,Yellow fever,2022,94,1
District_624,Malaria,2022,26,1
District_624,Chikungunya,2022,81,2
District_624,Dengue,2022,13,2
District_624,Yellow fever,2022,75,2
District_624,Malaria,2022,33,2
District_624,Chikungunya,2022,38,3
District_624,Dengue,2022,56,3
District_624,Yellow fever,2022,59,3
District_624,Malaria,2022,91,3
District_625,Chikungunya,2022,64,0
District_625,Dengue,2022,9,0
District_625,Yellow fever,2022,50,0
District_625,Malaria,2022,41,0
District_625,Chikungunya,2022,43,1
District_625,Dengue,2022,91,1
District_625,Yellow fever,2022,49,1
District_625,Malaria,2022,12,1
District_625,Chikungunya,2022,61,2
District_625,Dengue,2022,8,2
District_625,Yellow fever,2022,12,2
District_625,Malaria,2022,3,2
District_625,Chikungunya,2022,6,3
District_625,Dengue,2022,70,3
District_625,Yellow fever,2022,60,3
District_625,Malaria,2022,49,3
District_626,Chikungunya,2022,68,0
District_626,Dengue,2022,45,0
District_626,Yellow fever,2022,43,0
District_626,Malaria,2022,45,0
District_626,Chikungunya,2022,25,1
District_626,Dengue,2022,97,1
District_626,Yellow fever,2022,59,1
District_626,Malaria,2022,53,1
District_626,Chikungunya,2022,9,2
District_626,Dengue,2022,71,2
District_626,Yellow fever,2022,42,2
District_626,Malaria,2022,81,2
District_626,Chikungunya,2022,2,3
District_626,Dengue,2022,46,3
District_626,Yellow fever,2022,52,3
District_626,Malaria,2022,13,3
District_627,Chikungunya,2022,83,0
District_627,Dengue,2022,62,0
District_627,Yellow fever,2022,18,0
District_627,Malaria,2022,14,0
District_627,Chikungunya,2022,80,1
District_627,Dengue,2022,87,1
District_627,Yellow fever,2022,40,1
District_627,Malaria,2022,3,1
District_627,Chikungunya,2022,14,2
District_627,Dengue,2022,25,2
District_627,Yellow fever,2022,9,2
District_627,Malaria,2022,15,2
District_627,Chikungunya,2022,52,3
District_627,Dengue,2022,82,3
District_627,Yellow fever,2022,2,3
District_627,Malaria,2022,83,3
District_628,Chikungunya,2022,94,0
District_628,Dengue,2022,50,0
District_628,Yellow fever,2022,16,0
District_628,Malaria,2022,29,0
District_628,Chikungunya,2022,99,1
District_628,Dengue,2022,87,1
District_628,Yellow fever,2022,44,1
District_628,Malaria,2022,7,1
District_628,Chikungunya,2022,24,2
District_628,Dengue,2022,63,2
District_628,Yellow fever,2022,48,2
District_628,Malaria,2022,42,2
District_628,Chikungunya,2022,50,3
District_628,Dengue,2022,96,3
District_628,Yellow fever,2022,40,3
District_628,Malaria,2022,76,3
District_629,Chikungunya,2022,7,0
District_629,Dengue,2022,92,0
District_629,Yellow fever,2022,5,0
District_629,Malaria,2022,81,0
District_629,Chikungunya,2022,19,1
District_629,Dengue,2022,23,1
District_629,Yellow fever,2022,29,1
District_629,Malaria,2022,46,1
District_629,Chikungunya,2022,51,2
District_629,Dengue,2022,45,2
District_629,Yellow fever,2022,16,2
District_629,Malaria,2022,24,2
District_629,Chikungunya,2022,63,3
District_629,Dengue,2022,68,3
District_629,Yellow fever,2022,14,3
District_629,Malaria,2022,26,3
District_630,Chikungunya,2022,73,0
District_630,Dengue,2022,5,0
District_630,Yellow fever,2022,70,0
District_630,Malaria,2022,78,0
District_630,Chikungunya,2022,79,1
District_630,Dengue,2022,5,1
District_630,Yellow fever,2022,79,1
District_630,Malaria,2022,76,1
District_630,Chikungunya,2022,82,2
District_630,Dengue,2022,72,2
District_630,Yellow fever,2022,20,2
District_630,Malaria,2022,39,2
District_630,Chikungunya,2022,84,3
District_630,Dengue,2022,55,3
District_630,Yellow fever,2022,75,3
District_630,Malaria,2022,4,3
District_631,Chikungunya,2022,25,0
District_631,Dengue,2022,72,0
District_631,Yellow fever,2022,31,0
District_631,Malaria,2022,47,0
District_631,Chikungunya,2022,99,1
District_631,Dengue,2022,61,1
District_631,Yellow fever,2022,6,1
District_631,Malaria,2022,53,1
District_631,Chikungunya,2022,80,2
District_631,Dengue,2022,48,2
District_631,Yellow fever,2022,36,2
District_631,Malaria,2022,7,2
District_631,Chikungunya,2022,37,3
District_631,Dengue,2022,52,3
District_631,Yellow fever,2022,88,3
District_631,Malaria,2022,40,3
District_632,Chikungunya,2022,12,0
District_632,Dengue,2022,75,0
District_632,Yellow fever,2022,23,0
District_632,Malaria,2022,9,0
District_632,Chikungunya,2022,29,1
District_632,Dengue,2022,83,1
District_632,Yellow fever,2022,44,1
District_632,Malaria,2022,49,1
District_632,Chikungunya,2022,18,2
District_632,Dengue,2022,51,2
District_632,Yellow fever,2022,40,2
District_632,Malaria,2022,59,2
District_632,Chikungunya,2022,64,3
District_632,Dengue,2022,32,3
District_632,Yellow fever,2022,43,3
District_632,Malaria,2022,81,3
District_633,Chikungunya,2022,82,0
District_633,Dengue,2022,78,0
District_633,Yellow fever,2022,77,0
District_633,Malaria,2022,69,0
District_633,Chikungunya,2022,18,1
District_633,Dengue,2022,55,1
District_633,Yellow fever,2022,19,1
District_633,Malaria,2022,4,1
District_633,Chikungunya,2022,57,2
District_633,Dengue,2022,97,2
District_633,Yellow fever,2022,69,2
District_633,Malaria,2022,52,2
District_633,Chikungunya,2022,9,3
District_633,Dengue,2022,97,3
District_633,Yellow fever,2022,10,3
District_633,Malaria,2022,67,3
District_634,Chikungunya,2022,15,0
District_634,Dengue,2022,71,0
District_634,Yellow fever,2022,25,0
District_634,Malaria,2022,54,0
District_634,Chikungunya,2022,88,1
District_634,Dengue,2022,37,1
District_634,Yellow fever,2022,92,1
District_634,Malaria,2022,3,1
District_634,Chikungunya,2022,86,2
District_634,Dengue,2022,75,2
District_634,Yellow fever,2022,29,2
District_634,Malaria,2022,22,2
District_634,Chikungunya,2022,96,3
District_634,Dengue,2022,8,3
District_634,Yellow fever,2022,24,3
District_634,Malaria,2022,56,3
District_635,Chikungunya,2022,11,0
District_635,Dengue,2022,64,0
District_635,Yellow fever,2022,3,0
District_635,Malaria,2022,50,0
District_635,Chikungunya,2022,74,1
District_635,Dengue,2022,30,1
District_635,Yellow fever,2022,89,1
District_635,Malaria,2022,39,1
District_635,Chikungunya,2022,20,2
District_635,Dengue,2022,90,2
District_635,Yellow fever,2022,89,2
District_635,Malaria,2022,78,2
District_635,Chikungunya,2022,43,3
District_635,Dengue,2022,48,3
District_635,Yellow fever,2022,59,3
District_635,Malaria,2022,40,3
District_636,Chikungunya,2022,18,0
District_636,Dengue,2022,65,0
District_636,Yellow fever,2022,49,0
District_636,Malaria,2022,89,0
District_636,Chikungunya,2022,17,1
District_636,Dengue,2022,93,1
District_636,Yellow fever,2022,98,1
District_636,Malaria,2022,50,1
District_636,Chikungunya,2022,49,2
District_636,Dengue,2022,14,2
District_636,Yellow fever,2022,39,2
District_636,Malaria,2022,92,2
District_636,Chikungunya,2022,52,3
District_636,Dengue,2022,43,3
District_636,Yellow fever,2022,11,3
District_636,Malaria,2022,13,3
District_637,Chikungunya,2022,63,0
District_637,Dengue,2022,89,0
District_637,Yellow fever,2022,21,0
District_637,Malaria,2022,77,0
District_637,Chikungunya,2022,91,1
District_637,Dengue,2022,22,1
District_637,Yellow fever,2022,67,1
District_637,Malaria,2022,73,1
District_637,Chikungunya,2022,64,2
District_637,Dengue,2022,90,2
District_637,Yellow fever,2022,17,2
District_637,Malaria,2022,85,2
District_637,Chikungunya,2022,24,3
District_637,Dengue,2022,90,3
District_637,Yellow fever,2022,62,3
District_637,Malaria,2022,58,3
District_638,Chikungunya,2022,71,0
District_638,Dengue,2022,5,0
District_638,Yellow fever,2022,12,0
District_638,Malaria,2022,93,0
District_638,Chikungunya,2022,70,1
District_638,Dengue,2022,63,1
District_638,Yellow fever,2022,77,1
District_638,Malaria,2022,37,1
District_638,Chikungunya,2022,74,2
District_638,Dengue,2022,7,2
District_638,Yellow fever,2022,8,2
District_638,Malaria,2022,90,2
District_638,Chikungunya,2022,63,3
District_638,Dengue,2022,10,3
District_638,Yellow fever,2022,32,3
District_638,Malaria,2022,89,3
District_639,Chikungunya,2022,19,0
District_639,Dengue,2022,59,0
District_639,Yellow fever,2022,82,0
District_639,Malaria,2022,67,0
District_639,Chikungunya,2022,87,1
District_639,Dengue,2022,42,1
District_639,Yellow fever,2022,41,1
District_639,Malaria,2022,24,1
District_639,Chikungunya,2022,76,2
District_639,Dengue,2022,17,2
District_639,Yellow fever,2022,51,2
District_639,Malaria,2022,91,2
District_639,Chikungunya,2022,76,3
District_639,Dengue,2022,32,3
District_639,Yellow fever,2022,86,3
District_639,Malaria,2022,64,3
District_640,Chikungunya,2022,10,0
District_640,Dengue,2022,75,0
District_640,Yellow fever,2022,44,0
District_640,Malaria,2022,85,0
District_640,Chikungunya,2022,37,1
District_640,Dengue,2022,96,1
District_640,Yellow fever,2022,82,1
District_640,Malaria,2022,17,1
District_640,Chikungunya,2022,88,2
District_640,Dengue,2022,63,2
District_640,Yellow fever,2022,47,2
District_640,Malaria,2022,37,2
District_640,Chikungunya,2022,92,3
District_640,Dengue,2022,50,3
District_640,Yellow fever,2022,49,3
District_640,Malaria,2022,42,3
District_641,Chikungunya,2022,46,0
District_641,Dengue,2022,0,0
District_641,Yellow fever,2022,33,0
District_641,Malaria,2022,36,0
District_641,Chikungunya,2022,30,1
District_641,Dengue,2022,21,1
District_641,Yellow fever,2022,51,1
District_641,Malaria,2022,64,1
District_641,Chikungunya,2022,66,2
District_641,Dengue,2022,77,2
District_641,Yellow fever,2022,92,2
District_641,Malaria,2022,62,2
District_641,Chikungunya,2022,36,3
District_641,Dengue,2022,20,3
District_641,Yellow fever,2022,63,3
District_641,Malaria,2022,80,3
District_642,Chikungunya,2022,18,0
District_642,Dengue,2022,87,0
District_642,Yellow fever,2022,79,0
District_642,Malaria,2022,50,0
District_642,Chikungunya,2022,51,1
District_642,Dengue,2022,37,1
District_642,Yellow fever,2022,10,1
District_642,Malaria,2022,13,1
District_642,Chikungunya,2022,75,2
District_642,Dengue,2022,11,2
District_642,Yellow fever,2022,96,2
District_642,Malaria,2022,66,2
District_642,Chikungunya,2022,57,3
District_642,Dengue,2022,92,3
District_642,Yellow fever,2022,11,3
District_642,Malaria,2022,21,3
District_643,Chikungunya,2022,64,0
District_643,Dengue,2022,30,0
District_643,Yellow fever,2022,46,0
District_643,Malaria,2022,62,0
District_643,Chikungunya,2022,88,1
District_643,Dengue,2022,35,1
District_643,Yellow fever,2022,76,1
District_643,Malaria,2022,98,1
District_643,Chikungunya,2022,71,2
District_643,Dengue,2022,60,2
District_643,Yellow fever,2022,35,2
District_643,Malaria,2022,9,2
District_643,Chikungunya,2022,80,3
District_643,Dengue,2022,7,3
District_643,Yellow fever,2022,45,3
District_643,Malaria,2022,93,3
District_644,Chikungunya,2022,31,0
District_644,Dengue,2022,11,0
District_644,Yellow fever,2022,40,0
District_644,Malaria,2022,96,0
District_644,Chikungunya,2022,7,1
District_644,Dengue,2022,45,1
District_644,Yellow fever,2022,42,1
District_644,Malaria,2022,55,1
District_644,Chikungunya,2022,20,2
District_644,Dengue,2022,85,2
District_644,Yellow fever,2022,43,2
District_644,Malaria,2022,86,2
District_644,Chikungunya,2022,41,3
District_644,Dengue,2022,97,3
District_644,Yellow fever,2022,63,3
District_644,Malaria,2022,31,3
District_645,Chikungunya,2022,55,0
District_645,Dengue,2022,18,0
District_645,Yellow fever,2022,66,0
District_645,Malaria,2022,74,0
District_645,Chikungunya,2022,37,1
District_645,Dengue,2022,8,1
District_645,Yellow fever,2022,99,1
District_645,Malaria,2022,9,1
District_645,Chikungunya,2022,87,2
District_645,Dengue,2022,91,2
District_645,Yellow fever,2022,42,2
District_645,Malaria,2022,40,2
District_645,Chikungunya,2022,91,3
District_645,Dengue,2022,64,3
District_645,Yellow fever,2022,72,3
District_645,Malaria,2022,46,3
District_646,Chikungunya,2022,12,0
District_646,Dengue,2022,37,0
District_646,Yellow fever,2022,55,0
District_646,Malaria,2022,58,0
District_646,Chikungunya,2022,38,1
District_646,Dengue,2022,56,1
District_646,Yellow fever,2022,23,1
District_646,Malaria,2022,83,1
District_646,Chikungunya,2022,70,2
District_646,Dengue,2022,26,2
District_646,Yellow fever,2022,24,2
District_646,Malaria,2022,32,2
District_646,Chikungunya,2022,4,3
District_646,Dengue,2022,14,3
District_646,Yellow fever,2022,86,3
District_646,Malaria,2022,95,3
District_647,Chikungunya,2022,22,0
District_647,Dengue,2022,59,0
District_647,Yellow fever,2022,5,0
District_647,Malaria,2022,72,0
District_647,Chikungunya,2022,28,1
District_647,Dengue,2022,63,1
District_647,Yellow fever,2022,86,1
District_647,Malaria,2022,17,1
District_647,Chikungunya,2022,42,2
District_647,Dengue,2022,16,2
District_647,Yellow fever,2022,75,2
District_647,Malaria,2022,23,2
District_647,Chikungunya,2022,22,3
District_647,Dengue,2022,31,3
District_647,Yellow fever,2022,69,3
District_647,Malaria,2022,0,3
District_648,Chikungunya,2022,43,0
District_648,Dengue,2022,46,0
District_648,Yellow fever,2022,6,0
District_648,Malaria,2022,95,0
District_648,Chikungunya,2022,87,1
District_648,Dengue,2022,84,1
District_648,Yellow fever,2022,0,1
District_648,Malaria,2022,96,1
District_648,Chikungunya,2022,75,2
District_648,Dengue,2022,17,2
District_648,Yellow fever,2022,41,2
District_648,Malaria,2022,31,2
District_648,Chikungunya,2022,39,3
District_648,Dengue,2022,70,3
District_648,Yellow fever,2022,56,3
District_648,Malaria,2022,94,3
District_649,Chikungunya,2022,24,0
District_649,Dengue,2022,30,0
District_649,Yellow fever,2022,68,0
District_649,Malaria,2022,46,0
District_649,Chikungunya,2022,79,1
District_649,Dengue,2022,27,1
District_649,Yellow fever,2022,10,1
District_649,Malaria,2022,16,1
District_649,Chikungunya,2022,83,2
District_649,Dengue,2022,19,2
District_649,Yellow fever,2022,12,2
District_649,Malaria,2022,12,2
District_649,Chikungunya,2022,81,3
District_649,Dengue,2022,68,3
District_649,Yellow fever,2022,16,3
District_649,Malaria,2022,81,3
