District,Year,Temperature,Humidity,Rainfall,Quarter,State
District_470,2022,31,60,427,3,State_13
District_471,2022,22,50,164,0,State_23
District_471,2022,27,59,251,1,State_23
District_471,2022,39,86,300,2,State_23
District_471,2022,31,66,76,3,State_23
District_472,2022,24,76,442,0,State_20
District_472,2022,22,82,78,1,State_20
District_472,2022,20,75,376,2,State_20
District_472,2022,26,81,251,3,State_20
District_473,2022,22,64,424,0,State_8
District_473,2022,24,50,480,1,State_8
District_473,2022,35,73,210,2,State_8
District_473,2022,36,46,43,3,State_8
District_474,2022,35,50,331,0,State_2
District_474,2022,24,63,227,1,State_2
District_474,2022,21,82,155,2,State_2
District_474,2022,23,85,290,3,State_2
District_475,2022,37,81,102,0,State_16
District_475,2022,24,70,410,1,State_16
District_475,2022,33,42,281,2,State_16
District_475,2022,28,55,6,3,State_16
District_476,2022,36,69,230,0,State_6
District_476,2022,35,72,130,1,State_6
District_476,2022,35,68,46,2,State_6
District_476,2022,39,83,491,3,State_6
District_477,2022,24,76,375,0,State_20
District_477,2022,32,44,416,1,State_20
District_477,2022,20,69,11,2,State_20
District_477,2022,34,71,67,3,State_20
District_478,2022,36,85,282,0,State_13
District_478,2022,38,66,255,1,State_13
District_478,2022,27,68,457,2,State_13
District_478,2022,35,87,326,3,State_13
District_479,2022,25,70,472,0,State_19
District_479,2022,35,84,369,1,State_19
District_479,2022,27,55,85,2,State_19
District_479,2022,34,55,400,3,State_19
District_480,2022,30,47,446,0,State_20
District_480,2022,30,63,70,1,State_20
District_480,2022,25,45,15,2,State_20
District_480,2022,21,59,112,3,State_20
District_481,2022,23,55,347,0,State_23
District_481,2022,39,56,96,1,State_23
District_481,2022,26,76,317,2,State_23
District_481,2022,35,41,386,3,State_23
District_482,2022,34,60,307,0,State_19
District_482,2022,27,43,488,1,State_19
District_482,2022,23,84,146,2,State_19
District_482,2022,38,55,191,3,State_19
District_483,2022,23,75,427,0,State_1
District_483,2022,20,46,72,1,State_1
District_483,2022,35,58,479,2,State_1
District_483,2022,35,72,318,3,State_1
District_484,2022,35,58,365,0,State_1
District_484,2022,21,40,428,1,State_1
District_484,2022,38,76,498,2,State_1
District_484,2022,39,45,225,3,State_1
District_485,2022,26,54,382,0,State_21
District_485,2022,35,65,414,1,State_21
District_485,2022,26,74,15,2,State_21
District_485,2022,31,60,258,3,State_21
District_486,2022,28,89,285,0,State_3
District_486,2022,39,77,265,1,State_3
District_486,2022,33,85,451,2,State_3
District_486,2022,22,72,13,3,State_3
District_487,2022,25,42,60,0,State_22
District_487,2022,20,44,309,1,State_22
District_487,2022,26,67,352,2,State_22
District_487,2022,30,85,222,3,State_22
District_488,2022,24,66,67,0,State_2
District_488,2022,22,71,278,1,State_2
District_488,2022,24,50,2,2,State_2
District_488,2022,33,88,350,3,State_2
District_489,2022,20,89,143,0,State_10
District_489,2022,25,79,424,1,State_10
District_489,2022,33,40,380,2,State_10
District_489,2022,25,79,296,3,State_10
District_490,2022,30,75,230,0,State_21
District_490,2022,21,49,349,1,State_21
District_490,2022,27,44,343,2,State_21
District_490,2022,26,73,240,3,State_21
District_491,2022,33,56,11,0,State_5
District_491,2022,39,75,226,1,State_5
District_491,2022,29,78,2,2,State_5
District_491,2022,37,89,244,3,State_5
District_492,2022,33,62,286,0,State_21
District_492,2022,22,43,410,1,State_21
District_492,2022,34,75,461,2,State_21
District_492,2022,26,48,53,3,State_21
District_493,2022,31,49,17,0,State_6
District_493,2022,32,82,405,1,State_6
District_493,2022,23,58,267,2,State_6
District_493,2022,21,86,109,3,State_6
District_494,2022,30,59,465,0,State_26
District_494,2022,30,51,92,1,State_26
District_494,2022,24,50,132,2,State_26
District_494,2022,21,89,399,3,State_26
District_495,2022,22,87,234,0,State_18
District_495,2022,24,83,232,1,State_18
District_495,2022,33,77,396,2,State_18
District_495,2022,38,55,426,3,State_18
District_496,2022,20,62,122,0,State_6
District_496,2022,27,62,283,1,State_6
District_496,2022,28,56,469,2,State_6
District_496,2022,22,75,300,3,State_6
District_497,2022,39,87,135,0,State_23
District_497,2022,33,66,137,1,State_23
District_497,2022,20,75,136,2,State_23
District_497,2022,30,80,66,3,State_23
District_498,2022,32,60,183,0,State_5
District_498,2022,22,60,94,1,State_5
District_498,2022,25,78,299,2,State_5
District_498,2022,23,46,241,3,State_5
District_499,2022,28,84,96,0,State_24
District_499,2022,26,63,141,1,State_24
District_499,2022,23,79,90,2,State_24
District_499,2022,22,78,328,3,State_24
District_500,2022,34,83,335,0,State_26
District_500,2022,27,51,59,1,State_26
District_500,2022,32,57,243,2,State_26
District_500,2022,38,42,228,3,State_26
District_501,2022,37,82,326,0,State_11
District_501,2022,33,85,267,1,State_11
District_501,2022,20,68,165,2,State_11
District_501,2022,25,40,347,3,State_11
District_502,2022,38,69,46,0,State_25
District_502,2022,27,48,282,1,State_25
District_502,2022,37,58,3,2,State_25
District_502,2022,38,78,160,3,State_25
District_503,2022,20,78,295,0,State_19
District_503,2022,31,47,242,1,State_19
District_503,2022,26,63,439,2,State_19
District_503,2022,37,49,58,3,State_19
District_504,2022,39,84,241,0,State_9
District_504,2022,32,84,198,1,State_9
District_504,2022,29,89,399,2,State_9
District_504,2022,37,46,467,3,State_9
District_505,2022,35,61,40,0,State_25
District_505,2022,25,56,391,1,State_25
District_505,2022,23,83,94,2,State_25
District_505,2022,32,50,242,3,State_25
District_506,2022,34,46,124,0,State_14
District_506,2022,33,55,236,1,State_14
District_506,2022,20,76,353,2,State_14
District_506,2022,22,79,389,3,State_14
District_507,2022,37,52,394,0,State_15
District_507,2022,36,70,380,1,State_15
District_507,2022,30,40,118,2,State_15
District_507,2022,36,62,20,3,State_15
District_508,2022,37,57,147,0,State_9
District_508,2022,31,45,115,1,State_9
District_508,2022,34,87,382,2,State_9
District_508,2022,39,51,238,3,State_9
District_509,2022,35,85,412,0,State_27
District_509,2022,21,54,473,1,State_27
District_509,2022,21,55,420,2,State_27
District_509,2022,32,65,210,3,State_27
District_510,2022,36,57,391,0,State_26
District_510,2022,26,66,158,1,State_26
District_510,2022,35,85,51,2,State_26
District_510,2022,30,64,91,3,State_26
District_511,2022,21,89,386,0,State_8
District_511,2022,35,66,428,1,State_8
District_511,2022,39,69,44,2,State_8
District_511,2022,28,46,42,3,State_8
District_512,2022,26,43,136,0,State_5
District_512,2022,37,72,382,1,State_5
District_512,2022,34,63,89,2,State_5
District_512,2022,27,89,158,3,State_5
District_513,2022,20,77,138,0,State_22
District_513,2022,29,65,350,1,State_22
District_513,2022,25,75,25,2,State_22
District_513,2022,35,57,166,3,State_22
District_514,2022,30,54,484,0,State_17
District_514,2022,33,88,428,1,State_17
District_514,2022,37,68,195,2,State_17
District_514,2022,30,74,238,3,State_17
District_515,2022,37,53,386,0,State_3
District_515,2022,37,71,82,1,State_3
District_515,2022,38,72,122,2,State_3
District_515,2022,31,77,148,3,State_3
District_516,2022,27,59,482,0,State_16
District_516,2022,37,87,164,1,State_16
District_516,2022,22,84,437,2,State_16
District_516,2022,26,67,61,3,State_16
District_517,2022,35,78,106,0,State_5
District_517,2022,28,75,331,1,State_5
District_517,2022,26,84,123,2,State_5
District_517,2022,22,53,106,3,State_5
District_518,2022,27,75,155,0,State_10
District_518,2022,22,50,57,1,State_10
District_518,2022,34,67,47,2,State_10
District_518,2022,29,58,406,3,State_10
District_519,2022,36,62,53,0,State_7
District_519,2022,23,69,120,1,State_7
District_519,2022,34,80,331,2,State_7
District_519,2022,27,79,105,3,State_7
District_520,2022,33,88,147,0,State_16
District_520,2022,31,43,355,1,State_16
District_520,2022,36,84,259,2,State_16
District_520,2022,20,41,130,3,State_16
District_521,2022,23,89,253,0,State_4
District_521,2022,24,73,414,1,State_4
District_521,2022,24,50,161,2,State_4
District_521,2022,30,51,38,3,State_4
District_522,2022,32,63,73,0,State_14
District_522,2022,25,72,420,1,State_14
District_522,2022,27,66,389,2,State_14
District_522,2022,30,74,128,3,State_14
District_523,2022,35,49,151,0,State_11
District_523,2022,24,68,355,1,State_11
District_523,2022,38,66,450,2,State_11
District_523,2022,22,69,319,3,State_11
District_524,2022,27,45,299,0,State_9
District_524,2022,34,40,461,1,State_9
District_524,2022,37,54,168,2,State_9
District_524,2022,24,87,23,3,State_9
District_525,2022,26,53,131,0,State_26
District_525,2022,23,63,359,1,State_26
District_525,2022,36,86,393,2,State_26
District_525,2022,28,44,33,3,State_26
District_526,2022,26,50,146,0,State_4
District_526,2022,38,54,362,1,State_4
District_526,2022,34,58,75,2,State_4
District_526,2022,27,58,281,3,State_4
District_527,2022,36,55,329,0,State_16
District_527,2022,22,61,128,1,State_16
District_527,2022,22,88,398,2,State_16
District_527,2022,27,51,213,3,State_16
District_528,2022,36,71,37,0,State_25
District_528,2022,37,80,416,1,State_25
District_528,2022,20,76,266,2,State_25
District_528,2022,20,82,249,3,State_25
District_529,2022,27,48,127,0,State_11
District_529,2022,33,58,375,1,State_11
District_529,2022,29,68,482,2,State_11
District_529,2022,29,54,56,3,State_11
District_530,2022,33,84,101,0,State_26
District_530,2022,36,57,388,1,State_26
District_530,2022,33,54,447,2,State_26
District_530,2022,26,84,240,3,State_26
District_531,2022,23,47,299,0,State_15
District_531,2022,20,45,397,1,State_15
District_531,2022,36,88,263,2,State_15
District_531,2022,26,64,327,3,State_15
District_532,2022,39,52,34,0,State_4
District_532,2022,35,88,316,1,State_4
District_532,2022,29,73,369,2,State_4
District_532,2022,29,82,246,3,State_4
District_533,2022,35,45,46,0,State_8
District_533,2022,29,47,24,1,State_8
District_533,2022,33,59,368,2,State_8
District_533,2022,23,81,179,3,State_8
District_534,2022,34,83,464,0,State_8
District_534,2022,24,60,395,1,State_8
District_534,2022,28,88,285,2,State_8
District_534,2022,32,80,399,3,State_8
District_535,2022,35,51,444,0,State_7
District_535,2022,34,59,227,1,State_7
District_535,2022,22,54,242,2,State_7
District_535,2022,30,76,462,3,State_7
District_536,2022,35,62,361,0,State_2
District_536,2022,28,66,44,1,State_2
District_536,2022,21,64,136,2,State_2
District_536,2022,30,56,422,3,State_2
District_537,2022,26,41,301,0,State_7
District_537,2022,29,86,157,1,State_7
District_537,2022,28,62,444,2,State_7
District_537,2022,33,84,338,3,State_7
District_538,2022,24,76,56,0,State_16
District_538,2022,29,44,16,1,State_16
District_538,2022,35,78,31,2,State_16
District_538,2022,25,87,99,3,State_16
District_539,2022,35,86,426,0,State_12
District_539,2022,24,69,339,1,State_12
District_539,2022,37,71,147,2,State_12
District_539,2022,32,43,393,3,State_12
District_540,2022,37,62,198,0,State_18
District_540,2022,34,80,40,1,State_18
District_540,2022,39,58,342,2,State_18
District_540,2022,27,89,312,3,State_18
District_541,2022,38,43,314,0,State_27
District_541,2022,35,76,155,1,State_27
District_541,2022,37,86,376,2,State_27
District_541,2022,21,87,134,3,State_27
District_542,2022,22,81,199,0,State_7
District_542,2022,25,69,19,1,State_7
District_542,2022,32,85,409,2,State_7
District_542,2022,31,47,76,3,State_7
District_543,2022,23,62,38,0,State_4
District_543,2022,34,57,129,1,State_4
District_543,2022,20,49,109,2,State_4
District_543,2022,38,75,31,3,State_4
District_544,2022,27,50,366,0,State_25
District_544,2022,39,71,134,1,State_25
District_544,2022,20,62,97,2,State_25
District_544,2022,24,55,368,3,State_25
District_545,2022,21,59,218,0,State_22
District_545,2022,31,64,146,1,State_22
District_545,2022,29,84,22,2,State_22
District_545,2022,32,56,40,3,State_22
District_546,2022,22,47,14,0,State_8
District_546,2022,29,77,320,1,State_8
District_546,2022,39,48,351,2,State_8
District_546,2022,26,49,181,3,State_8
District_547,2022,28,59,418,0,State_16
District_547,2022,25,74,475,1,State_16
District_547,2022,20,46,420,2,State_16
District_547,2022,37,60,186,3,State_16
District_548,2022,21,84,486,0,State_19
District_548,2022,30,67,468,1,State_19
District_548,2022,22,80,69,2,State_19
District_548,2022,32,73,458,3,State_19
District_549,2022,31,43,28,0,State_8
District_549,2022,20,46,33,1,State_8
District_549,2022,21,63,61,2,State_8
District_549,2022,22,52,105,3,State_8
District_550,2022,31,73,65,0,State_7
District_550,2022,25,68,448,1,State_7
District_550,2022,31,48,138,2,State_7
District_550,2022,33,52,230,3,State_7
District_551,2022,34,44,301,0,State_19
District_551,2022,29,43,354,1,State_19
District_551,2022,25,60,239,2,State_19
District_551,2022,22,69,147,3,State_19
District_552,2022,28,75,290,0,State_20
District_552,2022,25,64,53,1,State_20
District_552,2022,24,44,172,2,State_20
District_552,2022,28,75,374,3,State_20
District_553,2022,28,81,339,0,State_11
District_553,2022,36,76,466,1,State_11
District_553,2022,20,61,31,2,State_11
District_553,2022,31,72,51,3,State_11
District_554,2022,26,49,245,0,State_26
District_554,2022,38,72,43,1,State_26
District_554,2022,31,60,312,2,State_26
District_554,2022,27,43,387,3,State_26
District_555,2022,23,61,140,0,State_15
District_555,2022,38,54,235,1,State_15
District_555,2022,24,56,105,2,State_15
District_555,2022,23,80,198,3,State_15
District_556,2022,33,88,219,0,State_23
District_556,2022,24,73,10,1,State_23
District_556,2022,25,42,114,2,State_23
District_556,2022,30,75,379,3,State_23
District_557,2022,35,59,240,0,State_24
District_557,2022,36,67,493,1,State_24
District_557,2022,27,81,488,2,State_24
District_557,2022,38,52,87,3,State_24
District_558,2022,35,61,136,0,State_1
District_558,2022,36,78,35,1,State_1
District_558,2022,23,74,407,2,State_1
District_558,2022,36,52,284,3,State_1
District_559,2022,22,52,310,0,State_15
District_559,2022,31,83,71,1,State_15
District_559,2022,29,52,426,2,State_15
District_559,2022,28,88,317,3,State_15
District_560,2022,35,57,419,0,State_24
District_560,2022,38,71,182,1,State_24
District_560,2022,26,52,245,2,State_24
District_560,2022,33,42,111,3,State_24
District_561,2022,38,61,371,0,State_19
District_561,2022,26,70,23,1,State_19
District_561,2022,36,76,174,2,State_19
District_561,2022,29,70,218,3,State_19
District_562,2022,28,67,139,0,State_1
District_562,2022,22,64,95,1,State_1
District_562,2022,22,65,81,2,State_1
District_562,2022,39,63,371,3,State_1
District_563,2022,28,84,339,0,State_2
District_563,2022,20,71,40,1,State_2
District_563,2022,28,50,449,2,State_2
District_563,2022,32,80,131,3,State_2
District_564,2022,34,83,254,0,State_2
District_564,2022,35,42,108,1,State_2
District_564,2022,29,53,316,2,State_2
District_564,2022,24,82,133,3,State_2
District_565,2022,25,64,204,0,State_12
District_565,2022,33,42,351,1,State_12
District_565,2022,38,82,491,2,State_12
District_565,2022,28,83,28,3,State_12
District_566,2022,39,88,0,0,State_24
District_566,2022,20,58,273,1,State_24
District_566,2022,29,65,328,2,State_24
District_566,2022,23,40,204,3,State_24
District_567,2022,20,55,119,0,State_15
District_567,2022,25,65,232,1,State_15
District_567,2022,31,70,28,2,State_15
District_567,2022,36,88,129,3,State_15
District_568,2022,35,58,184,0,State_9
District_568,2022,30,87,88,1,State_9
District_568,2022,28,79,364,2,State_9
District_568,2022,28,83,233,3,State_9
District_569,2022,20,68,74,0,State_19
District_569,2022,30,89,44,1,State_19
District_569,2022,33,52,178,2,State_19
District_569,2022,31,70,277,3,State_19
District_570,2022,24,52,368,0,State_26
District_570,2022,21,47,56,1,State_26
District_570,2022,27,72,22,2,State_26
District_570,2022,25,65,167,3,State_26
District_571,2022,33,79,271,0,State_6
District_571,2022,25,89,476,1,State_6
District_571,2022,23,89,284,2,State_6
District_571,2022,36,60,258,3,State_6
District_572,2022,33,88,418,0,State_10
District_572,2022,20,45,103,1,State_10
District_572,2022,30,51,56,2,State_10
District_572,2022,39,53,167,3,State_10
District_573,2022,25,79,426,0,State_8
District_573,2022,27,69,60,1,State_8
District_573,2022,25,44,41,2,State_8
District_573,2022,23,69,367,3,State_8
District_574,2022,23,65,101,0,State_1
District_574,2022,35,55,144,1,State_1
District_574,2022,33,56,38,2,State_1
District_574,2022,36,57,417,3,State_1
District_575,2022,23,72,295,0,State_3
District_575,2022,27,86,163,1,State_3
District_575,2022,31,44,67,2,State_3
District_575,2022,23,89,412,3,State_3
District_576,2022,21,89,264,0,State_19
District_576,2022,35,65,484,1,State_19
District_576,2022,29,88,17,2,State_19
District_576,2022,22,49,88,3,State_19
District_577,2022,38,60,72,0,State_26
District_577,2022,21,81,168,1,State_26
District_577,2022,32,64,7,2,State_26
District_577,2022,30,46,433,3,State_26
District_578,2022,31,73,452,0,State_9
District_578,2022,34,42,213,1,State_9
District_578,2022,23,53,340,2,State_9
District_578,2022,37,55,266,3,State_9
District_579,2022,30,80,3,0,State_14
District_579,2022,28,65,426,1,State_14
District_579,2022,20,55,492,2,State_14
District_579,2022,21,52,10,3,State_14
District_580,2022,38,60,404,0,State_10
District_580,2022,28,74,103,1,State_10
District_580,2022,27,60,15,2,State_10
District_580,2022,26,80,424,3,State_10
District_581,2022,32,42,382,0,State_4
District_581,2022,26,60,151,1,State_4
District_581,2022,30,87,398,2,State_4
District_581,2022,24,89,366,3,State_4
District_582,2022,30,44,37,0,State_24
District_582,2022,24,50,400,1,State_24
District_582,2022,33,83,28,2,State_24
District_582,2022,28,63,264,3,State_24
District_583,2022,33,87,247,0,State_7
District_583,2022,29,68,201,1,State_7
District_583,2022,37,78,444,2,State_7
District_583,2022,23,49,109,3,State_7
District_584,2022,21,45,342,0,State_12
District_584,2022,26,84,433,1,State_12
District_584,2022,24,62,336,2,State_12
District_584,2022,31,72,437,3,State_12
District_585,2022,32,42,401,0,State_7
District_585,2022,37,73,239,1,State_7
District_585,2022,25,61,169,2,State_7
District_585,2022,28,78,42,3,State_7
District_586,2022,35,83,312,0,State_23
District_586,2022,32,40,338,1,State_23
District_586,2022,23,48,481,2,State_23
District_586,2022,22,76,109,3,State_23
District_587,2022,29,54,448,0,State_1
District_587,2022,32,41,234,1,State_1
District_587,2022,21,83,497,2,State_1
District_587,2022,37,64,393,3,State_1
District_588,2022,28,70,372,0,State_22
District_588,2022,36,54,390,1,State_22
District_588,2022,29,45,280,2,State_22
District_588,2022,35,68,174,3,State_22
District_589,2022,37,64,329,0,State_11
District_589,2022,21,44,306,1,State_11
District_589,2022,29,62,114,2,State_11
District_589,2022,36,88,408,3,State_11
District_590,2022,30,69,456,0,State_26
District_590,2022,29,63,342,1,State_26
District_590,2022,21,67,453,2,State_26
District_590,2022,27,57,243,3,State_26
District_591,2022,26,43,327,0,State_18
District_591,2022,30,73,474,1,State_18
District_591,2022,22,78,387,2,State_18
District_591,2022,31,67,263,3,State_18
District_592,2022,25,57,163,0,State_2
District_592,2022,33,60,235,1,State_2
District_592,2022,22,57,14,2,State_2
District_592,2022,22,46,288,3,State_2
District_593,2022,25,41,412,0,State_11
District_593,2022,22,83,52,1,State_11
District_593,2022,37,59,37,2,State_11
District_593,2022,35,83,316,3,State_11
District_594,2022,26,40,355,0,State_10
District_594,2022,23,67,486,1,State_10
District_594,2022,23,48,323,2,State_10
District_594,2022,32,77,71,3,State_10
District_595,2022,39,89,70,0,State_16
District_595,2022,30,58,129,1,State_16
District_595,2022,31,74,58,2,State_16
District_595,2022,35,45,239,3,State_16
District_596,2022,24,54,104,0,State_21
District_596,2022,35,87,398,1,State_21
District_596,2022,27,41,446,2,State_21
District_596,2022,26,40,437,3,State_21
District_597,2022,20,85,250,0,State_8
District_597,2022,23,87,53,1,State_8
District_597,2022,36,82,356,2,State_8
District_597,2022,38,78,9,3,State_8
District_598,2022,29,59,491,0,State_12
District_598,2022,32,63,181,1,State_12
District_598,2022,23,49,482,2,State_12
District_598,2022,29,78,149,3,State_12
District_599,2022,34,66,225,0,State_25
District_599,2022,25,66,287,1,State_25
District_599,2022,21,80,438,2,State_25
District_599,2022,32,89,227,3,State_25
District_600,2022,36,77,368,0,State_5
District_600,2022,32,52,290,1,State_5
District_600,2022,39,44,129,2,State_5
District_600,2022,22,54,219,3,State_5
District_601,2022,21,87,217,0,State_17
District_601,2022,35,66,365,1,State_17
District_601,2022,37,49,369,2,State_17
District_601,2022,34,45,32,3,State_17
District_602,2022,27,89,218,0,State_19
District_602,2022,21,69,457,1,State_19
District_602,2022,22,69,311,2,State_19
District_602,2022,34,54,489,3,State_19
District_603,2022,37,83,376,0,State_12
District_603,2022,37,61,422,1,State_12
District_603,2022,37,50,475,2,State_12
District_603,2022,32,73,184,3,State_12
District_604,2022,39,60,215,0,State_1
District_604,2022,36,61,203,1,State_1
District_604,2022,32,88,15,2,State_1
District_604,2022,20,56,390,3,State_1
District_605,2022,21,75,348,0,State_2
District_605,2022,39,55,182,1,State_2
District_605,2022,36,43,230,2,State_2
District_605,2022,37,54,216,3,State_2
District_606,2022,22,82,201,0,State_2
District_606,2022,27,44,47,1,State_2
District_606,2022,27,66,210,2,State_2
District_606,2022,29,78,108,3,State_2
District_607,2022,29,53,297,0,State_27
District_607,2022,32,67,278,1,State_27
District_607,2022,38,64,166,2,State_27
District_607,2022,35,78,187,3,State_27
District_608,2022,31,85,54,0,State_16
District_608,2022,32,61,20,1,State_16
District_608,2022,28,74,478,2,State_16
District_608,2022,21,42,293,3,State_16
District_609,2022,36,62,215,0,State_17
District_609,2022,21,65,487,1,State_17
District_609,2022,23,53,171,2,State_17
District_609,2022,32,41,177,3,State_17
District_610,2022,27,54,285,0,State_16
District_610,2022,24,60,198,1,State_16
District_610,2022,34,56,307,2,State_16
District_610,2022,33,40,110,3,State_16
District_611,2022,29,53,482,0,State_7
District_611,2022,38,42,180,1,State_7
District_611,2022,28,81,125,2,State_7
District_611,2022,21,64,461,3,State_7
District_612,2022,27,51,82,0,State_3
District_612,2022,22,53,482,1,State_3
District_612,2022,22,86,207,2,State_3
District_612,2022,27,70,14,3,State_3
District_613,2022,38,71,280,0,State_14
District_613,2022,31,50,27,1,State_14
District_613,2022,27,48,470,2,State_14
District_613,2022,35,82,402,3,State_14
District_614,2022,28,88,187,0,State_24
District_614,2022,25,80,202,1,State_24
District_614,2022,33,84,38,2,State_24
District_614,2022,22,50,277,3,State_24
District_615,2022,31,67,240,0,State_3
District_615,2022,27,72,77,1,State_3
District_615,2022,23,69,427,2,State_3
District_615,2022,20,72,124,3,State_3
District_616,2022,31,75,293,0,State_26
District_616,2022,28,75,464,1,State_26
District_616,2022,36,87,81,2,State_26
District_616,2022,37,84,425,3,State_26
District_617,2022,23,58,295,0,State_2
District_617,2022,27,65,76,1,State_2
District_617,2022,35,89,334,2,State_2
District_617,2022,39,40,332,3,State_2
District_618,2022,22,65,344,0,State_27
District_618,2022,20,45,29,1,State_27
District_618,2022,35,63,251,2,State_27
District_618,2022,31,80,108,3,State_27
District_619,2022,30,58,353,0,State_26
District_619,2022,22,66,473,1,State_26
District_619,2022,33,79,101,2,State_26
District_619,2022,36,89,0,3,State_26
District_620,2022,23,72,344,0,State_21
District_620,2022,22,79,280,1,State_21
District_620,2022,29,66,360,2,State_21
District_620,2022,35,79,429,3,State_21
District_621,2022,29,71,453,0,State_10
District_621,2022,39,55,434,1,State_10
District_621,2022,31,65,438,2,State_10
District_621,2022,37,82,153,3,State_10
District_622,2022,33,82,151,0,State_18
District_622,2022,32,78,426,1,State_18
District_622,2022,32,86,327,2,State_18
District_622,2022,20,60,184,3,State_18
District_623,2022,31,83,484,0,State_5
District_623,2022,24,63,73,1,State_5
District_623,2022,30,83,383,2,State_5
District_623,2022,37,68,1,3,State_5
District_624,2022,35,71,135,0,State_9
District_624,2022,28,57,445,1,State_9
District_624,2022,36,82,139,2,State_9
District_624,2022,28,63,404,3,State_9
District_625,2022,38,51,418,0,State_12
District_625,2022,31,66,161,1,State_12
District_625,2022,23,78,40,2,State_12
District_625,2022,36,53,231,3,State_12
District_626,2022,21,82,170,0,State_2
District_626,2022,36,73,225,1,State_2
District_626,2022,36,59,306,2,State_2
District_626,2022,35,86,28,3,State_2
District_627,2022,31,66,137,0,State_10
District_627,2022,24,42,131,1,State_10
District_627,2022,35,56,282,2,State_10
District_627,2022,26,66,223,3,State_10
District_628,2022,27,52,219,0,State_2
District_628,2022,21,57,456,1,State_2
District_628,2022,28,79,474,2,State_2
District_628,2022,35,44,145,3,State_2
District_629,2022,29,51,49,0,State_15
District_629,2022,21,50,464,1,State_15
District_629,2022,34,80,78,2,State_15
District_629,2022,39,72,295,3,State_15
District_630,2022,20,80,423,0,State_27
District_630,2022,31,49,144,1,State_27
District_630,2022,20,51,426,2,State_27
District_630,2022,35,79,172,3,State_27
District_631,2022,32,80,147,0,State_5
District_631,2022,28,71,176,1,State_5
District_631,2022,33,75,209,2,State_5
District_631,2022,37,87,450,3,State_5
District_632,2022,38,88,263,0,State_21
District_632,2022,25,78,474,1,State_21
District_632,2022,23,78,96,2,State_21
District_632,2022,33,64,193,3,State_21
District_633,2022,20,85,428,0,State_27
District_633,2022,35,47,91,1,State_27
District_633,2022,31,40,364,2,State_27
District_633,2022,20,81,273,3,State_27
District_634,2022,27,64,193,0,State_9
District_634,2022,24,47,89,1,State_9
District_634,2022,38,78,454,2,State_9
District_634,2022,27,50,385,3,State_9
District_635,2022,27,47,108,0,State_15
District_635,2022,36,60,2,1,State_15
District_635,2022,38,67,220,2,State_15
District_635,2022,31,48,24,3,State_15
District_636,2022,38,68,317,0,State_11
District_636,2022,23,64,132,1,State_11
District_636,2022,20,75,277,2,State_11
District_636,2022,35,51,193,3,State_11
District_637,2022,21,42,267,0,State_4
District_637,2022,21,58,100,1,State_4
District_637,2022,37,80,194,2,State_4
District_637,2022,37,53,226,3,State_4
District_638,2022,24,67,31,0,State_17
District_638,2022,29,64,384,1,State_17
District_638,2022,33,43,467,2,State_17
District_638,2022,29,75,363,3,State_17
District_639,2022,34,73,258,0,State_23
District_639,2022,39,61,400,1,State_23
District_639,2022,28,74,154,2,State_23
District_639,2022,38,50,37,3,State_23
District_640,2022,22,61,448,0,State_14
District_640,2022,34,65,118,1,State_14
District_640,2022,20,49,358,2,State_14
District_640,2022,21,85,302,3,State_14
District_641,2022,22,82,189,0,State_23
District_641,2022,29,83,458,1,State_23
District_641,2022,20,49,430,2,State_23
District_641,2022,29,45,386,3,State_23
District_642,2022,32,75,393,0,State_14
District_642,2022,24,43,437,1,State_14
District_642,2022,39,73,403,2,State_14
District_642,2022,34,42,419,3,State_14
District_643,2022,31,69,94,0,State_11
District_643,2022,20,88,207,1,State_11
District_643,2022,22,84,381,2,State_11
District_643,2022,25,73,407,3,State_11
District_644,2022,32,65,472,0,State_18
District_644,2022,31,61,339,1,State_18
District_644,2022,20,87,276,2,State_18
District_644,2022,31,83,327,3,State_18
District_645,2022,28,51,421,0,State_15
District_645,2022,24,59,331,1,State_15
District_645,2022,28,42,173,2,State_15
District_645,2022,20,48,50,3,State_15
District_646,2022,39,71,341,0,State_26
District_646,2022,21,48,294,1,State_26
District_646,2022,20,78,266,2,State_26
District_646,2022,22,78,244,3,State_26
District_647,2022,24,83,78,0,State_18
District_647,2022,27,83,155,1,State_18
District_647,2022,36,48,357,2,State_18
District_647,2022,27,62,56,3,State_18
District_648,2022,28,50,72,0,State_3
District_648,2022,20,84,229,1,State_3
District_648,2022,31,45,480,2,State_3
District_648,2022,39,87,65,3,State_3
District_649,2022,24,59,294,0,State_8
District_649,2022,33,82,343,1,State_8
District_649,2022,32,87,250,2,State_8
District_649,2022,27,79,132,3,State_8
District_650,2022,37,59,100,0,State_11
District_650,2022,28,54,50,1,State_11
District_650,2022,36,43,324,2,State_11
District_650,2022,21,85,389,3,State_11
District_651,2022,21,59,208,0,State_11
District_651,2022,29,58,172,1,State_11
District_651,2022,38,65,114,2,State_11
District_651,2022,33,54,424,3,State_11
District_652,2022,20,79,345,0,State_20
District_652,2022,24,83,366,1,State_20
District_652,2022,24,67,487,2,State_20
District_652,2022,30,51,447,3,State_20
District_653,2022,25,79,122,0,State_14
District_653,2022,28,83,345,1,State_14
District_653,2022,33,70,87,2,State_14
District_653,2022,33,59,443,3,State_14
District_654,2022,32,54,193,0,State_17
District_654,2022,26,51,163,1,State_17
